area,link,location,name,number_of_bathrooms,number_of_bedrooms,price_per_metter
43,https://meeyland.com//ban-nha-4-tang-cu-loc-dien-tich-so-do-42-4m2-gia-5-1-ty-so-do-dep-nhu-hinh-khong-pham-loi-phong-thuy-1700241211326,"Thanh Xuân, Hà Nội","Bán nhà 4 tầng Cự Lộc diện tích sổ đỏ 42,4m2, ảnh thật không phạm lỗi phong thuỷ",3,4,"118,6 Tr/m²"
47,https://meeyland.com//ngoc-truc-dai-mo-47m2-4-75-ty-nha-dep-dan-xay-chu-thiet-ke-tam-huyet-ty-my-tung-chi-tiet-1700240776919,"Nam Từ Liêm, Hà Nội","Ngọc Trục, Đại Mỗ 47m2, 4,75 tỷ, nhà đẹp dân xây chủ thiết kế tâm huyết tỷ mỷ từng chi tiết",3,3,"101,06 Tr/m²"
61,https://meeyland.com//ban-nha-hem-xe-hoi-duong-so-5ex-bhha-binh-tan-dt-61m2-x-2-tang-6-6-1-x-10-gia-4-8-ty-tl-1700240129147,"Bình Tân, Hồ Chí Minh","Bán nhà hẻm xe hơi, đường số 5EX, Bình Hưng Hòa A, Bình Tân, 61m2, 2 tầng. Giá 4.8 tỷ",2,2,"78,69 Tr/m²"
51,https://meeyland.com//sieu-hiem-ban-nha-pho-lua-van-phuc-ha-dong-51m2-x-3-tang-o-to-hon-5-ty-0968084286-1700239867878,"Hà Đông, Hà Nội","Siêu hiếm bán nhà phố Lụa, Vạn Phúc, Hà Đông, 51m2, 3 tầng, ô tô",3,4,"98,04 Tr/m²"
62,https://meeyland.com//ban-gap-nha-chien-thang-ha-dong-62m2x5-tang-phan-lo-o-to-gia-re-1700239786693,"Hà Đông, Hà Nội","Bán gấp nhà Chiến Thắng, Hà Đông 62m2, 5 tầng phân lô, ô tô",4,6,"125,81 Tr/m²"
28,https://meeyland.com//ban-nha-rieng-quan-nhan-thanh-xuan-28m-4-tang-mat-tien-4m-ngo-thong-o-to-do-cua-kinh-doanh-nhinh-3-1700239607016,"Thanh Xuân, Hà Nội","Bán nhà riêng Quan Nhân, Thanh Xuân 28m2, 4 tầng, mặt tiền 4m ngõ thông ô tô đỗ cửa kinh doanh",3,3,"128,57 Tr/m²"
46,https://meeyland.com//ban-nha-chien-thang-ha-dong-kinh-doanh-oto-46m2x6t-chi-hon-8-ty-1700239551872,"Hà Đông, Hà Nội","Bán nhà Chiến Thắng, Hà Đông kinh doanh, ô tô 46m2, 6 tầng",5,6,"180,43 Tr/m²"
35,https://meeyland.com//ba-n-nha-dep-xuan-phuong-pho-trinh-van-bo-35m2-5-ta-ng-no-i-tha-t-de-p-o-to-do-sa-t-nha-1700239201980,"Nam Từ Liêm, Hà Nội","Bán nhà đẹp Xuân Phương, phố Trịnh Văn Bô 35M2, 5 tầng, nội thất đẹp, ô tô đỗ sát nhà",3,4,"82,86 Tr/m²"
36,https://meeyland.com//ban-nha-le-trong-tan-oto-do-c-a-nha-moi-dep-noi-that-xin-36mx5t-mt4m-4-9-ty-1700238424722,"Hoàng Mai, Hà Nội","Bán nhà Lê Trọng Tấn, ô tô đỗ cửa, nhà mới đẹp nội thất xịn 36m2, 5 tầng, mặt tiền 4m",4,3,"136,11 Tr/m²"
40,https://meeyland.com//quan-nhan-ngo-thong-an-sinh-dinh-so-phan-lo-40m-nhinh-4ty-co-tl-1700237794161,"Thanh Xuân, Hà Nội",Quan Nhân ngõ thông an sinh đỉnh sổ phân lô 40m2,3,3,"112,5 Tr/m²"
48,https://meeyland.com//ban-nha-gan-truong-fpt-dh-dong-a-48m2-4t-gan-cho-xuan-phuong-truong-cap-1-2-phuong-canh-1700237565258,"Nam Từ Liêm, Hà Nội","Bán nhà gần trường FPT, đại học Đông Á 48m2 x 4 tầng, gần chợ Xuân Phương, Trường cấp 1,2 Phương Canh",3,3,"85,42 Tr/m²"
58,https://meeyland.com//nha-moi-4-2x14m-le-duc-tho-p-13-go-vap-4-lau-4-phong-6-8-ty-1700237295228,"Gò Vấp, Hồ Chí Minh","Nhà mới 58m2 Lê Đức Thọ, Phường 13, Gò Vấp, 4 lầu, 4 phòng 6,8 tỷ",5,4,"117,24 Tr/m²"
30,https://meeyland.com//hiem-ton-duc-thang-nha-dep-2-thoang-ngo-thong-rong-30m-3-9ty-con-thuong-luong-1700237013577,"Đống Đa, Hà Nội","Hiếm Tôn Đức Thắng nhà đẹp 2 thoáng ngõ thông rộng 30m, giá 3.9 tỷ",4,3,130 Tr/m²
74,https://meeyland.com//can-ban-nha-tran-phu-nha-xay-5-tang-74m2-so-huu-chi-nhinh-6-ty-1700236970779,"Hà Đông, Hà Nội",Cần bán nhà Trần Phú nhà xây 5 tầng 74m2,3,5,"85,14 Tr/m²"
37,https://meeyland.com//ban-nha-hem-xe-tai-kenh-tan-hoa-tan-thoi-hoa-tan-phu-dt-37m2-x-2-tang-4-7-x-8-gia-3-95-ty-tl-1700236938127,"Tân Phú, Hồ Chí Minh","Bán nhà hẻm xe tải, Kênh Tân Hóa, Tân Thới Hòa, Tân Phú - 37m2, 2 tầng. Giá 3,95 tỷ",2,2,"106,76 Tr/m²"
52,https://meeyland.com//khan-ban-nha-tran-phu-ha-dong-gia-tot-52m2-5-tang-chi-hon-6-ty-1700236674506,"Hà Đông, Hà Nội","Bán nhà Trần Phú, Hà Đông, giá tốt, 52m2, 5 tầng",5,6,"128,85 Tr/m²"
57,https://meeyland.com//ban-nha-mat-ngo-nguyen-trai-58m-3-tang-lo-goc-3-mat-thoang-ngo-thong-nhinh-6-ty-lh-0975124520-1700236048951,"Thanh Xuân, Hà Nội","Bán nhà mặt ngõ Nguyễn Trãi 58m2, 3 tầng lô góc, 3 mặt thoáng ngõ thông",2,3,"108,77 Tr/m²"
40,https://meeyland.com//hem-xe-hoi-vuon-lai-phu-tho-hoa-tan-phu-dt-40-38m2-x-2-tang-4-x-10-gia-4-6-ty-tl-1700235710524,"Tân Phú, Hồ Chí Minh","Hẻm xe hơi, Vườn Lài, Phú Thọ Hòa, Tân Phú - 40/38m2 - 2 tầng - Giá 4,6 tỷ",2,2,115 Tr/m²
61,https://meeyland.com//sieu-pham-thai-ha-6-5-tang-thang-may-kinh-doanh-oto-dau-c-a-ngo-rong-hiem-nha-ban-1700235425126,"Đống Đa, Hà Nội","Siêu phẩm Thái Hà - 6,5 tầng thang máy - kinh doanh - ô tô đậu cửa - ngõ rộng - hiếm nhà bán",6,6,"259,02 Tr/m²"
48,https://meeyland.com//ban-nha-4-tang-cuc-dep-o-ngay-hem-xe-hoi-thong-cach-mang-thang-tam-quan-3-48m2-chi-8-x-ty-1700235365176,"Quận 3, Hồ Chí Minh","Bán nhà 4 tầng cực đẹp ở ngay, hẻm xe hơi thông, Cách Mạng Tháng Tám, Quận 3, 48m2, chỉ 8,x tỷ",4,3,"179,17 Tr/m²"
34,https://meeyland.com//ban-nha-nguyen-khuyen-ngo-thoang-sach-se-ba-buoc-ra-ho-van-quan-34m2-5-6-ty-1700235377790,"Hà Đông, Hà Nội","Bán nhà Nguyễn Khuyến, ngõ thoáng sạch sẽ, ba bước ra Hồ Văn Quán, 34m2, 5,6 tỷ",,4,"164,71 Tr/m²"
50,https://meeyland.com//hoang-cau-dong-da-50m2-7-ty-4-tang-o-luon-gan-o-to-so-vuong-o-thich-1700234847296,"Đống Đa, Hà Nội","Hoàng Cầu Đống Đa 50m2, 7 tỷ, 4 tầng ở luôn, gần ô tô, sổ vuông, ở thích",,4,140 Tr/m²
39,https://meeyland.com//sieu-pham-ban-gap-nha-phan-van-truong-o-to-kinh-doanh-40m-mt-4-3m-gia-11-5-ty-1700234357255,"Cầu Giấy, Hà Nội","Siêu phẩm bán gấp nhà Phan Văn Trường, ô tô, kinh doanh, 40m2, mặt tiền 4,3m",,4,"294,87 Tr/m²"
41,https://meeyland.com//ban-gap-nha-41m2-x-4-tang-ngo-360-xa-dan-chi-nhinh-4ty-1700234302667,"Đống Đa, Hà Nội","Bán gấp nhà 41m2, 4 tầng, ngõ 360 Xã Đàn",3,3,"104,88 Tr/m²"
45,https://meeyland.com//can-ban-gap-nha-ngo-155-cau-giay-45m2-5t-gan-o-to-nha-dep-o-ngay-hon-5-ty-1697642214803,"Cầu Giấy, Hà Nội","Cần bán gấp nhà ngõ 155 Cầu Giấy 45m2, 5 tầng, gần ô tô nhà đẹp ở ngay, giá 5,55 tỷ",4,4,"123,33 Tr/m²"
34,https://meeyland.com//ban-gap-nha-34m2-x-5-tang-ton-duc-thang-_lo-goc_40m-o-to-thong_chi-4ty-1700234138471,"Đống Đa, Hà Nội","Bán gấp nhà 34m2, 5 tầng Tôn Đức Thắng, lô góc, 40m ô tô thông",4,3,"117,65 Tr/m²"
51,https://meeyland.com//ban-nha-ngo-an-trach-2-ngo-rong-kinh-doanh-phong-tro-51m2-5-tang-5-2-ti-1700233919647,"Đống Đa, Hà Nội","Bán nhà ngõ An Trạch 2, ngõ rộng, kinh doanh phòng trọ - 51m2 – 5 tầng – 5.2 tỉ",4,6,"101,96 Tr/m²"
55,https://meeyland.com//nha-dep-bui-quang-la-go-vap-hxh-55m2-4-tang-full-noi-that-7-39-ty-1700233344071,"Gò Vấp, Hồ Chí Minh","Nhà đẹp Bùi Quang Là, Gò Vấp, 55m2, 4 tầng full nội thất, 7,39 tỷ",5,4,"134,36 Tr/m²"
60,https://meeyland.com//nha-hoang-ngan-so-do-60m-lo-goc-2thoang-ngo-vao-nha-rong-3m-rat-gan-o-to-no-hau-nhe-khong-loi-phong-thuy-1699890991037,"Thanh Xuân, Hà Nội","Nhà Hoàng Ngân sổ đỏ 60m lô góc 2 thoáng, ngõ vào nhà rộng 3m, rất gần ô tô nở hậu nhẹ không lỗi phong thuỷ",4,4,"113,33 Tr/m²"
110.5,https://meeyland.com//can-ban-day-tro-sieu-re-quan-4-1700275427663,"Quận 4, Hồ Chí Minh",Cần bán dãy trọ siêu rẻ Quận 4,,,"71,13 Tr/m²"
175,https://meeyland.com//chinh-chu-can-ban-day-tro-tai-xa-thuy-trieu-thuy-nguyen-hai-phong-1700275361717,"Thủy Nguyên, Hải Phòng","Chính chủ cần bán dãy trọ tại xã Thủy Triều, Thủy Nguyên, Hải Phòng",,,"13,14 Tr/m²"
35,https://meeyland.com//ban-nha-6-tang-duong-quang-ham-cau-giay-mat-ngo-phan-lo-kdoanh-gia-nhinh-7-ty-1700275292446,"Cầu Giấy, Hà Nội","Bán nhà 6 tầng Dương Quảng Hàm, Cầu Giấy, mặt ngõ, phân lô, kinh doanh",4,4,220 Tr/m²
160,https://meeyland.com//chinh-chu-can-ban-nha-tai-xa-hoa-dong-thuy-nguyen-hai-phong-1700275180568,"Thủy Nguyên, Hải Phòng","Chính chủ cần bán nhà tại xã Hoa Động, Thủy Nguyên, Hải Phòng",,,6 Tr/m²
38,https://meeyland.com//bn-nguyen-trai-thanh-xuan-38m-3tang-mat-ngo-kinh-doanh-oto-gia-nhinh-4-ty-1700275146962,"Thanh Xuân, Hà Nội","Bán nhà Nguyễn Trãi, Thanh Xuân 38m2 x 3 tầng mặt ngõ kinh doanh, ô tô giá 4 tỷ",2,2,"105,26 Tr/m²"
17,https://meeyland.com//ban-nha-quan4-duong-ton-dan-1700275140778,"Quận 4, Hồ Chí Minh","Bán nhà Quận 4, đường Tôn Đản",,2,"161,76 Tr/m²"
21,https://meeyland.com//ban-nha-quan-4-duong-doan-van-bo-1700274812564,"Quận 4, Hồ Chí Minh","Bán nhà Quận 4, đường Đoàn Văn Bơ",,2,"171,43 Tr/m²"
120,https://meeyland.com//5-tang-120m2-sat-quan-1-1700274567651,"Quận 4, Hồ Chí Minh",5 tầng - 120m2 - Sát Quận 1,,9,"95,83 Tr/m²"
33.9,https://meeyland.com//ban-nha-duong-hoang-dieu-quan-4-1700274390886,"Quận 4, Hồ Chí Minh","Bán nhà đường Hoàng Diệu, Quận 4",,3,"115,04 Tr/m²"
71,https://meeyland.com//nha-hem-thong-dang-cho-thue-40-trieu-thang-1700274144540,"Quận 4, Hồ Chí Minh",Nhà hẻm thông - Đang cho thuê 40 triệu/tháng,,,"140,85 Tr/m²"
43,https://meeyland.com//hem-xe-tai-khu-vip-4pn-1700273987409,"Quận 4, Hồ Chí Minh",Hẻm xe tải - Khu Vip 4 phòng ngủ,,4,"173,26 Tr/m²"
54.8,https://meeyland.com//ban-nha-duong-hoang-dieu-quan-4-1700273847270,"Quận 4, Hồ Chí Minh","Bán nhà đường Hoàng Diệu, Quận 4",,2,"86,68 Tr/m²"
67,https://meeyland.com//can-ban-gap-nha-moi-67-5m2-gia-3-5-ty-giam-con-3-15-ty-duong-song-hanh-quan-12-1700273697825,"Quận 12, Hồ Chí Minh","Cần bán gấp nhà mới 67m2 giá 3,5 tỷ giảm còn 3,15 tỷ đường Song Hành, Quận 12",3,3,"47,01 Tr/m²"
46.8,https://meeyland.com//ban-nha-ton-that-thuyet-quan-4-1700273633348,"Quận 4, Hồ Chí Minh","Bán nhà Tôn Thất Thuyết, Quận 4",,3,"103,63 Tr/m²"
30,https://meeyland.com//can-ban-gap-nha-moi-xay-truc-duong-le-trong-tan-gan-aeon-tan-phu-1700273551039,"Bình Tân, Hồ Chí Minh",Cần bán gấp nhà mới xây trục đường Lê Trọng Tấn - Gần Aeon Tân Phú,3,4,"94,33 Tr/m²"
33,https://meeyland.com//can-ban-nha-33m2x4t-tran-phu-ha-dong-cach-dg-tran-phu-100m-oto-cach-50m-gia-3-8-ty-lh-0984672007-1687854078713,"Hà Đông, Hà Nội","Cần bán nhà 33m2 x 4 tầng Trần Phú - Hà Đông, cách đường Trần Phú 100m, ô tô cách 50m - Giá 3,8 tỷ",3,4,"115,15 Tr/m²"
30,https://meeyland.com//nhinh-3-ty-ban-nha-ngo-cho-kham-thien-4-tang-o-ngay-dong-da-1700273504700,"Đống Đa, Hà Nội",Nhỉnh 3 tỷ - Bán nhà ngõ Chợ Khâm Thiên 4 tầng ở ngay Đống Đa,3,2,"123,33 Tr/m²"
46,https://meeyland.com//can-ban-nha-chinh-chu-pho-nguyen-dong-chi-quan-nam-tu-liem-46-m2-x-6-t-mt-rong-9-5-ty-o-to-kd-1700273422489,"Nam Từ Liêm, Hà Nội","Cần bán nhà chính chủ phố Nguyễn Đổng Chi quân Nam Từ Liêm 46m2 x 6 tầng, mặt tiền rộng 9,5 tỷ ô tô kinh doanh",7,6,"206,52 Tr/m²"
100,https://meeyland.com//khu-nha-pho-chau-au-1-tret-1-lau-mat-tien-ql1a-1700273441997,"Châu Thành, Tiền Giang",Khu nhà phố thiết kế Châu Âu - Châu Thành - Tiền Giang,3,3,24 Tr/m²
82,https://meeyland.com//toi-can-ban-sieu-pham-nha-phan-lo-pho-trung-yen-82m2-8t-thang-may-o-to-tranh-via-he-kinh-doanh-1660409806241,"Cầu Giấy, Hà Nội","Cần bán siêu phẩm nhà phân lô phố Trung Yên, 82m2, 8 tầng, thang máy, ô tô tránh, vỉa hè, kinh doanh",,,"402,44 Tr/m²"
48,https://meeyland.com//ban-nha-rieng-ngo-22-luong-khanh-thien-48m-4t-4-ngu-chi-3-ty-950tr-1700227761248,"Hoàng Mai, Hà Nội","Bán nhà riêng ngõ 22 Lương Khánh Thiện 48m2, 4 tầng, 4 phòng ngủ",4,4,"82,29 Tr/m²"
38,https://meeyland.com//ban-sieu-pham-nha-tran-thai-tong-cau-giay-chi-5-9-ty-tang-noi-that-o-to-do-gan-1700227626366,"Cầu Giấy, Hà Nội","Bán siêu phẩm nhà Trần Thái Tông, Cầu Giấy chỉ 5,9 tỷ tặng nội thất, ô tô đỗ gần",5,3,"155,26 Tr/m²"
72,https://meeyland.com//chinh-chu-ban-nha-cap-4-so-94-ngo-90-pho-gia-quat-thuong-thanh-long-bien-ha-noi-1700227336923,"Long Biên, Hà Nội","Chính chủ bán nhà cấp 4 số 94 ngõ 90 phố Gia Quất, Thượng Thanh, Long Biên, Hà Nội",2,2,"48,61 Tr/m²"
126,https://meeyland.com//ban-gap-biet-thu-vip-tran-dai-nghia-quan-hai-ba-trung-126m-x-4t-gia-hon-30-ty-1700226726223,"Hai Bà Trưng, Hà Nội","Bán gấp biệt thụ vip Trần Đại Nghĩa Quận Hai Bà Trưng, 126m2, 4 tầng",4,6,"246,03 Tr/m²"
170,https://meeyland.com//chinh-chu-can-ban-nha-tai-xa-thuy-duong-thuy-nguyen-hai-phong-1700226657270,"Thủy Nguyên, Hải Phòng","Chính chủ cần bán nhà tại xã Thủy Đường, Thủy Nguyên, Hải Phòng",,,"18,82 Tr/m²"
118,https://meeyland.com//building-9-tang-hoang-quoc-viet-thang-may-o-to-tranh-118m-x-9t-gia-hon-40-ty-1700226646912,"Cầu Giấy, Hà Nội","Building Hoàng Quốc Việt, thang máy, ô tô tránh, 118m2, 9 tầng",10,10,"338,98 Tr/m²"
60,https://meeyland.com//ban-nha-hxh-nguyen-van-khoi-4x15m-3-tang-btct-moi-dep-chi-4-9-ty-1700224482003,"Gò Vấp, Hồ Chí Minh","Bán nhà Nguyễn Văn Khối, 4m x 15m, 3 tầng mới đẹp chỉ 4.9 tỷ",5,4,"81,67 Tr/m²"
80,https://meeyland.com//duong-thong-thoang-xe-hoi-vi-vu-nha-dep-lung-linh-ngang-5m-3-tang-btct-xe-hoi-vao-nha-1700224447136,"Quận 7, Hồ Chí Minh",Đường thông thoáng xe hơi vi vu - nhà đẹp lung linh - ngang 5m,4,4,"122,5 Tr/m²"
72,https://meeyland.com//mat-tien-duong-so-vuong-vuc-cong-nhan-du-chinh-chu-trang-bia-thuong-luong-1700224441246,"Quận 7, Hồ Chí Minh",Mặt tiền đường - sổ vuông vức công nhận đủ - chính chủ trang bìa - thương lượng,3,3,"134,72 Tr/m²"
34,https://meeyland.com//hiem-tt-quan-3-ban-nha-5-tang-btct-o-ngay-tran-quang-dieu-34m2-hxh-do-cua-chi-4-x-ty-1700223964128,"Quận 3, Hồ Chí Minh","Hiếm trung tâm Quận 3, bán nhà 5 tầng ở ngay, Trần Quang Diệu, 34m2, hẻm xe hơi đỗ cửa, chỉ 4,x tỷ",4,3,"133,82 Tr/m²"
52,https://meeyland.com//phan-huy-ich-tan-binh-4m-x-13m-hem-4m-4-tang-kd-tot-1700223879580,"Tân Bình, Hồ Chí Minh","Phan Huy Ích, Tân Bình, 51m2, hẻm 4m, 4 tầng, kinh doanh tốt",5,4,"111,54 Tr/m²"
50,https://meeyland.com//sieu-ngop-50mv-3-tang-gia-2-8-ty-cho-ho-khau-ha-noi-bac-cau-long-bien-1700223800070,"Long Biên, Hà Nội","Siêu ngộp 50m2, 3 tầng, giá 2,8 tỷ cho hộ khẩu Hà Nội, Bắc Cầu, Long Biên",3,3,56 Tr/m²
42,https://meeyland.com//toa-nha-chung-cu-mini-dong-tien-hang-thang-tai-ngo-59-me-tri-ha-nam-tu-liem-1700223745769,"Nam Từ Liêm, Hà Nội","Toà nhà chung cư mini dòng tiền hàng tháng tại ngõ 59 Mễ Trì Hạ, Nam Từ Liêm",12,12,"190,24 Tr/m²"
70,https://meeyland.com//hem-8m-4-tang-70m2-ngay-binh-tri-dong-binh-tan-chi-6-ty-nhinh-1700223397114,"Bình Tân, Hồ Chí Minh","Hẻm 8m 4 tầng 70m2 ngay Bình Trị Đông Bình Tân chỉ 6,7 tỷ",4,4,"95,71 Tr/m²"
48,https://meeyland.com//ban-nha-dan-khe-di-trach-gan-duong-422b-oto-tranh-cach-nha-100m-nha-dan-xay-can-goc-50m2-hon-3ty-1700223258923,"Hoài Đức, Hà Nội","Bán nhà Đan Khê, Di Trạch gần đường 422B ôtô tránh cách nhà 100m, nhà dân xây căn góc 50m2",4,4,
50,https://meeyland.com//ban-nha-xay-moi-tinh-cho-cot-den-50m-3-tang-gia-chi-2-25-ti-1700222417230,"Lê Chân, Hải Phòng","Bán nhà xây mới tinh Chợ Cột Đèn, 50m2 3 tầng giá chỉ 2,25 tỷ",3,3,45 Tr/m²
40,https://meeyland.com//sieu-hiem-kho-kiem-ban-nha-vu-trong-phung-o-luon-full-noi-that-ngo-ba-gac-phong-5m-ra-o-to-1700221807487,"Thanh Xuân, Hà Nội","Siêu hiếm khó kiếm bán nhà Vũ Trọng Phụng ở luôn full nội thất ngõ ba gác phóng, 5m ra ô tô",,,125 Tr/m²
65,https://meeyland.com//gap-ban-nha-4-tang-dep-o-ngay-cach-mang-thang-tam-tan-binh-hxh-ngu-nha-65m2-8-x-ty-1700221124070,"Tân Bình, Hồ Chí Minh","Gấp bán nhà 4 tầng đẹp ở ngay Cách Mạng Tháng Tám, Tân Bình, hẻm xe hơi ngủ nhà, 65m2, 8,x ty",5,4,"133,85 Tr/m²"
132,https://meeyland.com//ban-nha-pho-de-la-thanh-quan-dong-da-132m-mat-tien-8-5m-nhinh-10-ty-cam-ket-anh-that-mo-ta-chinh-1700220562519,"Đống Đa, Hà Nội","Bán nhà phố Đê La Thành quận Đống Đa, 132m2, mặt tiền 8,5m",6,6,"76,52 Tr/m²"
89,https://meeyland.com//ban-nha-pho-la-thanh-quan-dong-da-89m-xay-5-tang-nhinh-15-ty-cam-ket-anh-that-mo-ta-chinh-xac-1700220346323,"Đống Đa, Hà Nội","Bán nhà phố La Thành quận Đống Đa, 89m2, xây 5 tầng",4,4,"176,4 Tr/m²"
46,https://meeyland.com//ban-nha-hxh-duong-109-phuoc-long-b-dien-tich-46m-duc-1-lau-khu-trung-tam-1685898727110,"Quận 9, Hồ Chí Minh","Bán nhà hẻm xe hơi đường 109 Phước Long B, diện tích 46m2, đúc 1 lầu khu trung tâm",2,3,"79,35 Tr/m²"
50,https://meeyland.com//nha-hxh-duong-61-phuoc-long-b-dien-tich-48m-duc-1-lau-khu-trung-tam-1687737496519,"Quận 9, Hồ Chí Minh","Nhà hẻm xe hơi đường 61 Phước Long B, diện tích 48m2, đúc 1 lầu, khu trung tâm",2,2,80 Tr/m²
61,https://meeyland.com//ban-nha-gan-hiep-binh-hiep-binh-chanh-thu-duc-61m2_5x12-2t-hxh-chi-4-15-ty-1700265030606,"Thủ Đức, Hồ Chí Minh","Bán nhà gần Hiệp Bình, Hiệp Bình Chánh, Thủ Đức 61m2, 2 tầng, hẻm xe hơi chỉ 4,15 tỷ",2,4,"68,03 Tr/m²"
51,https://meeyland.com//nha-hxh-man-thien-dien-tich-51m-duc-1-lau-gia-re-1691198958784,"Quận 9, Hồ Chí Minh","Nhà hẻm xe hơi Man Thiện, diện tích 51m2, đúc 1 lầu, giá rẻ",2,2,"88,24 Tr/m²"
64,https://meeyland.com//nha-hxh-duong-lo-lu-dt-64m-duc-1-lau-gia-tot-1694080521572,"Quận 9, Hồ Chí Minh","Nhà hẻm xe hơi đường Lò Lu, 64m2, đúc 1 lầu, giá tốt",2,2,"61,72 Tr/m²"
46,https://meeyland.com//nha-hxh-duong-ho-ba-phan-phuoc-long-a-dien-tich-46m-duc-3-tang-1693388490383,"Quận 9, Hồ Chí Minh","Nhà hẻm xe hơi đường Hồ Bá Phấn, Phước Long A, diện tích 46m2, đúc 3 tầng",3,4,"114,13 Tr/m²"
102,https://meeyland.com//day-tro-hxh-dinh-phong-phu-tang-nhon-phu-b-dien-tich-102m-gia-tot-1694303769054,"Quận 9, Hồ Chí Minh","Dãy trọ Đình Phong, Phú Tăng, Nhơn Phú B, diện tích 102m2, giá tốt",5,5,"71,57 Tr/m²"
200,https://meeyland.com//can-ho-dich-vu-duong-6-tang-nhon-phu-b-dt-200m-5-lau-1694678663534,"Quận 9, Hồ Chí Minh","Căn hộ dịch vụ đường 6 Tăng Nhơn Phú B, 200m2, 5 lầu",27,27,"82,5 Tr/m²"
62,https://meeyland.com//nha-2-mat-tien-hxh-la-xuan-oai-long-truong-dt-62m-duc-1-lau-1694599045414,"Quận 9, Hồ Chí Minh","Nhà 2 mặt tiền hẻm xe hơi Lã Xuân Oai, Long trường, 62m2, đúc 1 lầu",2,4,"62,9 Tr/m²"
54,https://meeyland.com//nha-1-duong-898-phu-huu-dt-54m-gia-tot-1696956284314,"Quận 9, Hồ Chí Minh","Nhà 1/ đường 898 Phú Hữu 54m2, giá tốt",,2,"37,04 Tr/m²"
52,https://meeyland.com//tran-phu-ha-dong-kd-da-dang-o-to-tranh-52m2-6t-mt-6-2m-10-2-ty-1700264685524,"Hà Đông, Hà Nội","Trần Phú, Hà Đông, kinh doanh đa dạng, ô tô tránh 52m2, 6 tầng, mặt tiền 6.2m, 10,2 tỷ",8,6,"196,15 Tr/m²"
60,https://meeyland.com//nha-hem-duong-13-phuoc-binh-dt-60m-cap-4-khu-vip-1697462815966,"Quận 9, Hồ Chí Minh","Nhà hẻm đường 13 Phước Bình, 60m2, cấp 4 khu vip",1,3,"58,33 Tr/m²"
85,https://meeyland.com//ban-nha-hxh-to-hieu-gan-chung-cu-nova-ngang-4-5m-so-vuong-gia-tot-1700264328663,"Tân Phú, Hồ Chí Minh","Bán nhà hẻm xe hơi Tô Hiệu gần chung cư NOVA, ngang 4,5m, sổ vuông, giá tốt",2,2,"104,71 Tr/m²"
60,https://meeyland.com//3131-ban-nha-binh-thanh-hem-71-dien-bien-phu-60m2-3-tang-3pn-nha-dep-gia-5-ty-9-1700264181166,"Bình Thạnh, Hồ Chí Minh","Bán nhà Bình Thạnh hẻm 71/ Điện Biên Phủ 60m2, 3 tầng, 3 phòng ngủ, nhà đẹp giá 5,9 tỷ",4,3,"98,33 Tr/m²"
60,https://meeyland.com//can-ban-nha-dep-oto-vao-nha-ngo-thong-kinh-doanh-an-sinh-dinh-60m-chi-nhinh-7-ty-1700263781486,"Hai Bà Trưng, Hà Nội","Cần bán nhà đẹp ô tô vào nhà ngõ thông kinh doanh an sinh đỉnh 60m2, chỉ 7,5 tỷ",3,4,125 Tr/m²
45,https://meeyland.com//ban-nha-moi-dep-dao-tan-ba-dinh-o-to-kinh-doanh-thang-may-45m2-x-6t-mt5-1m-10-5-ty-co-tl-1700263651870,"Ba Đình, Hà Nội","Bán nhà mới đẹp Đào Tấn Ba Đình ô tô kinh doanh thang máy 45m2 x 6 tầng mặt tiền 5.1m 10,5 tỷ có thương lượng",5,4,"233,33 Tr/m²"
68,https://meeyland.com//chu-can-ban-gap-nha-hoang-cau-68m2-5t-mt-4-5m-mat-ngo-o-to-gia-rat-hop-ly-1700263527958,"Đống Đa, Hà Nội","Chủ cần bán gấp nhà Hoàng Cầu 68m2, 5 tầng, mặt tiền 4,5m mặt ngõ ô tô, giá rất hợp lý",4,6,"176,47 Tr/m²"
42,https://meeyland.com//sieu-hiem-lac-long-quan-lo-goc-3-thoang-gan-pho-o-to-do-cong-5t-x-42m2-6-ty-xx-1700263512802,"Cầu Giấy, Hà Nội","Siêu hiếm – Lạc Long Quân – lô góc 3 thoáng – gần phố - ô tô đỗ cổng – 5 tầng x 42m2, 6,x tỷ",4,3,"161,9 Tr/m²"
37,https://meeyland.com//2-thoang-ngo-ba-gac-dua-dan-xay-moi-4-nam-ban-nha-hao-nam-1700263220595,"Đống Đa, Hà Nội","2 thoáng, ngõ ba gác đua, dân xây mới 4 năm bán nhà Hào Nam",,,"120,81 Tr/m²"
40,https://meeyland.com//nha-vua-xay-xong-thuy-khue-ngo-thong-o-suong-40-m2-h-chi-4-75-ty-o-to-1700262732912,"Tây Hồ, Hà Nội","Nhà vừa xây xong, Thụy Khuê ngõ thông, ở sướng, 40m2, ô tô",4,4,"118,75 Tr/m²"
46,https://meeyland.com//ban-nha-pho-hao-nam-dong-da-nha-dep-lo-goc-ngo-thong-gan-o-to-46m-4-tang-mt4-6m-1700219027304,"Đống Đa, Hà Nội","Bán nhà phố Hào Nam, Đống Đa, nhà đẹp lô góc, ngõ thông, gần ô tô, 46m, 4 tầng",,,"151,09 Tr/m²"
